line,brigade,lon,lat,time
723,63,20.994666,52.298178,2017-10-03 00:00:25
509,11,21.037907,52.267188,2017-10-03 00:00:25
500,6,21.041733999999998,52.292803,2017-10-03 00:00:26
527,7,21.059729,52.316129,2017-10-03 00:00:22
723,66,20.92367,52.375780999999996,2017-10-02 05:20:22
345,2,21.09967,52.286057,2017-10-03 00:00:21
N01,5,20.914839999999998,52.230724,2017-10-03 00:00:21
N62,128,21.014226999999998,52.262075,2017-10-03 00:00:24
N44,2,20.998981,52.233387,2017-10-03 00:00:24
N13,148,20.982160999999998,52.256181,2017-10-03 00:00:23
723,245,20.928878,52.370461,2017-10-03 00:00:26
N61,121,21.004379,52.2299,2017-10-03 00:00:26
N36,213,21.002592,52.189023,2017-10-03 00:00:15
120,3,21.046565,52.259795000000004,2017-10-03 00:00:22
N45,125,21.003463,52.231146,2017-10-03 00:00:24
N02,3,20.93382,52.271163,2017-10-03 00:00:23
104,3,21.033373,52.334864,2017-10-03 00:00:23
N42,216,21.006053,52.238513,2017-10-03 00:00:22
240,2,21.030510999999997,52.274842,2017-10-03 00:00:23
N11,201,21.064003,52.325012,2017-10-03 00:00:21
197,8,20.949485,52.28004,2017-10-03 00:00:20
N03,3,20.941292,52.331728000000005,2017-10-03 00:00:23
N11,122,21.060641,52.268778000000005,2017-10-03 00:00:22
717,2,20.910166,52.187453999999995,2017-10-03 00:00:27
ZP,6,20.800257000000002,52.166859,2017-10-03 00:00:24
717,5,20.771739999999998,52.160564,2017-10-03 00:00:24
189,15,20.898794,52.201143,2017-10-03 00:00:19
171,6,20.924098,52.252606,2017-10-03 00:00:17
